"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","60439-7","Lymphocytes.large granular/Leukocytes","NFr","Pt","Bld","Qn","Flow cytometry","CELLMARK"
"BEFORE","60456-1","Cells.CD3+CD8+CD57+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","60456-1","Cells.CD3+CD8+CD57+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","60554-3","Monocytes.CD59 deficient/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","60554-3","Monocytes.CD59 deficient/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","60569-1","Report addendum.synoptic","Find","Pt","^Patient","Doc","Pathology","PATH"
"CHANGED","60569-1","Report addendum.synoptic","Find","Pt","^Patient","Nar","Pathology","PATH"
"BEFORE","60571-7","Consultation note.synoptic","Find","Pt","{Setting}","Doc","Pathology","PATH"
"CHANGED","60571-7","Consultation note.synoptic","Find","Pt","{Setting}","Nar","Pathology","PATH"
"BEFORE","61118-6","Lymphocytes.cytoplasmic IgG/100 lymphocytes","NFr","Pt","Body fld","Qn","","CELLMARK"
"CHANGED","61118-6","Lymphocytes.cytoplasmic IgG/Lymphocytes","NFr","Pt","Body fld","Qn","","CELLMARK"
"BEFORE","61119-4","Lymphocytes.cytoplasmic IgM/100 lymphocytes","NFr","Pt","Body fld","Qn","","CELLMARK"
"CHANGED","61119-4","Lymphocytes.cytoplasmic IgM/Lymphocytes","NFr","Pt","Body fld","Qn","","CELLMARK"
"BEFORE","61121-0","Cells.CD8-CD57+/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","61121-0","Cells.CD8-CD57+/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","61123-6","Lymphocytes/100 leukocytes","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"CHANGED","61123-6","Lymphocytes/Leukocytes","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"BEFORE","61124-4","Granulocytes/100 leukocytes","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"CHANGED","61124-4","Granulocytes/Leukocytes","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"BEFORE","61125-1","Monocytes/100 leukocytes","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"CHANGED","61125-1","Monocytes/Leukocytes","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"BEFORE","61126-9","Blasts/100 cells","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"CHANGED","61126-9","Blasts/Cells","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"BEFORE","61178-0","Cells.CD79/100 cells","NFr","Pt","XXX","Qn","","CELLMARK"
"CHANGED","61178-0","Cells.CD79/Cells","NFr","Pt","XXX","Qn","","CELLMARK"
"BEFORE","61183-0","Cells.myeloperoxidase/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","61183-0","Cells.myeloperoxidase/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","61184-8","Spermatozoa.broken tail/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","61184-8","Spermatozoa.broken tail/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","61185-5","Spermatozoa.thick midpiece/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","61185-5","Spermatozoa.thick midpiece/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","61186-3","Spermatozoa.thin midpiece/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","61186-3","Spermatozoa.thin midpiece/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","61187-1","Spermatozoa.bent midpiece/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","61187-1","Spermatozoa.bent midpiece/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","61192-1","Color","Type","Pt","Plr fld^Fetus","Nom","","SPEC"
"CHANGED","61192-1","Observation","Color","Pt","Plr fld^Fetus","Nom","","SPEC"
"BEFORE","62238-1","Glomerular filtration rate/1.73 sq M.predicted","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (CKD-EPI)","CHEM"
"CHANGED","62238-1","Glomerular filtration rate","ArVRat","Pt","Ser/Plas/Bld","Qn","Creatinine-based formula (CKD-EPI)/1.73 sq M","CHEM"
"BEFORE","62241-5","Hematocrit","VFr","Pt","Bld^Fetus","Qn","Automated count","HEM/BC"
"CHANGED","62241-5","Erythrocyte/Specimen Volume","VFr","Pt","Bld^Fetus","Qn","Automated count","HEM/BC"
"BEFORE","62242-3","Erythrocyte mean corpuscular volume","EntVol","Pt","Bld^Fetus","Qn","Automated count","HEM/BC"
"CHANGED","62242-3","Observation","EntMeanVol","Pt","RBC^Fetus","Qn","Automated count","HEM/BC"
"BEFORE","62243-1","Erythrocyte mean corpuscular hemoglobin","EntMass","Pt","Bld^Fetus","Qn","Automated count","HEM/BC"
"CHANGED","62243-1","Hemoglobin","EntMass","Pt","RBC^Fetus","Qn","Automated count","HEM/BC"
"BEFORE","62245-6","Erythrocytes.nucleated/100 leukocytes","Ratio","Pt","Bld^Fetus","Qn","Automated count","HEM/BC"
"CHANGED","62245-6","Erythrocytes.nucleated/Leukocytes","Ratio","Pt","Bld^Fetus","Qn","Automated count","HEM/BC"
"BEFORE","62246-4","Erythrocyte mean corpuscular hemoglobin concentration","MCnc","Pt","Bld^Fetus","Qn","Automated count","HEM/BC"
"CHANGED","62246-4","Hemoglobin","EntMCnc","Pt","RBC^Fetus","Qn","Automated count","HEM/BC"
"BEFORE","62247-2","Erythrocyte distribution width","Ratio","Pt","Bld^Fetus","Qn","Automated count","HEM/BC"
"CHANGED","62247-2","Observation","DistWidth","Pt","RBC^Fetus","Qn","Automated count","HEM/BC"
"BEFORE","62252-2","Cells.CD79/100 cells","NFr","Pt","Bld","Qn","","CELLMARK"
"CHANGED","62252-2","Cells.CD79/Cells","NFr","Pt","Bld","Qn","","CELLMARK"
"BEFORE","62440-3","Erythrocytes.nucleated/100 leukocytes","Ratio","Pt","Body fld","Qn","Automated count","HEM/BC"
"CHANGED","62440-3","Erythrocytes.nucleated/Leukocytes","Ratio","Pt","Body fld","Qn","Automated count","HEM/BC"
"BEFORE","62441-1","Erythrocytes.nucleated/100 leukocytes","Ratio","Pt","CSF","Qn","Automated count","HEM/BC"
"CHANGED","62441-1","Erythrocytes.nucleated/Leukocytes","Ratio","Pt","CSF","Qn","Automated count","HEM/BC"
"BEFORE","62442-9","Erythrocytes.nucleated/100 leukocytes","Ratio","Pt","Synv fld","Qn","Automated count","HEM/BC"
"CHANGED","62442-9","Erythrocytes.nucleated/Leukocytes","Ratio","Pt","Synv fld","Qn","Automated count","HEM/BC"
"BEFORE","62454-4","Herpes simplex virus & Varicella zoster virus identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","62454-4","Herpes simplex virus & Varicella zoster virus","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","62858-6","Micromegakaryocytes/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","62858-6","Micromegakaryocytes/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","6309-9","Arbovirus identified","Prid","Pt","Bld","Nom","Organism specific culture","MICRO"
"CHANGED","6309-9","Arbovirus","Prid","Pt","Bld","Nom","Organism specific culture","MICRO"
"BEFORE","6310-7","Arbovirus identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6310-7","Arbovirus","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6317-2","Bordetella sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6317-2","Bordetella sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6323-0","Borrelia sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6323-0","Borrelia sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","63446-9","Cells.CD3+CD5-/100 cells","NFr","Pt","CSF","Qn","","CELLMARK"
"CHANGED","63446-9","Cells.CD3+CD5-/Cells","NFr","Pt","CSF","Qn","","CELLMARK"
"BEFORE","63448-5","Cells.CD3+CD5+/100 cells","NFr","Pt","CSF","Qn","","CELLMARK"
"CHANGED","63448-5","Cells.CD3+CD5+/Cells","NFr","Pt","CSF","Qn","","CELLMARK"
"BEFORE","63452-7","Cells.CD3-CD7+/100 cells","NFr","Pt","Tiss","Qn","","CELLMARK"
"CHANGED","63452-7","Cells.CD3-CD7+/Cells","NFr","Pt","Tiss","Qn","","CELLMARK"
"BEFORE","6348-7","Chlamydia sp identified","Prid","Pt","Sputum","Nom","Organism specific culture","MICRO"
"CHANGED","6348-7","Chlamydia sp","Prid","Pt","Sputum","Nom","Organism specific culture","MICRO"
"BEFORE","63552-4","Macrophages/100 cells","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"CHANGED","63552-4","Macrophages/Cells","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"BEFORE","637-9","Plasmodium sp identified","Prid","Pt","Bld","Nom","Thick film","MICRO"
"CHANGED","637-9","Plasmodium sp","Prid","Pt","Bld","Nom","Thick film","MICRO"
"BEFORE","6406-3","Flavivirus identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6406-3","Flavivirus","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","64081-3","Cells.FMRP/100 lymphocytes","NFr","Pt","Bld","Qn","Immune stain","PATH"
"CHANGED","64081-3","Cells.FMRP/Lymphocytes","NFr","Pt","Bld","Qn","Immune stain","PATH"
"BEFORE","64126-6","Drugs identified","Prid","Pt","Meconium","Nom","Confirm","DRUG/TOX"
"CHANGED","64126-6","Drugs","Prid","Pt","Meconium","Nom","Confirm","DRUG/TOX"
"BEFORE","6429-5","HIV identified","Prid","Pt","Bld","Nom","Organism specific culture","MICRO"
"CHANGED","6429-5","HIV","Prid","Pt","Bld","Nom","Organism specific culture","MICRO"
"BEFORE","6430-3","HIV identified","Prid","Pt","Semen","Nom","Organism specific culture","MICRO"
"CHANGED","6430-3","HIV","Prid","Pt","Semen","Nom","Organism specific culture","MICRO"
"BEFORE","6431-1","HIV identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6431-1","HIV","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6453-5","Leptospira sp identified","Prid","Pt","Bld","Nom","Organism specific culture","MICRO"
"CHANGED","6453-5","Leptospira sp","Prid","Pt","Bld","Nom","Organism specific culture","MICRO"
"BEFORE","6454-3","Leptospira sp identified","Prid","Pt","CSF","Nom","Organism specific culture","MICRO"
"CHANGED","6454-3","Leptospira sp","Prid","Pt","CSF","Nom","Organism specific culture","MICRO"
"BEFORE","6455-0","Leptospira sp identified","Prid","Pt","Urine","Nom","Organism specific culture","MICRO"
"CHANGED","6455-0","Leptospira sp","Prid","Pt","Urine","Nom","Organism specific culture","MICRO"
"BEFORE","6486-5","Mycoplasma sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6486-5","Mycoplasma sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6518-5","Pneumocystis jiroveci Ag","PrThr","Pt","Ser","Ord","IF","MICRO"
"CHANGED","6518-5","Pneumocystis jirovecii Ag","PrThr","Pt","Ser","Ord","IF","MICRO"
"BEFORE","6519-3","Pneumocystis jiroveci Ag","PrThr","Pt","Sputum","Ord","IF","MICRO"
"CHANGED","6519-3","Pneumocystis jirovecii Ag","PrThr","Pt","Sputum","Ord","IF","MICRO"
"BEFORE","6521-9","Pneumocystis jiroveci DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"CHANGED","6521-9","Pneumocystis jirovecii DNA","PrThr","Pt","XXX","Ord","Probe.amp.tar","MICRO"
"BEFORE","6536-7","Rabies virus identified","Prid","Pt","Tiss","Nom","Organism specific culture","MICRO"
"CHANGED","6536-7","Rabies virus","Prid","Pt","Tiss","Nom","Organism specific culture","MICRO"
"BEFORE","6539-1","Rabies virus identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6539-1","Rabies virus","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6544-1","Rickettsia sp identified","Prid","Pt","Genital","Nom","Organism specific culture","MICRO"
"CHANGED","6544-1","Rickettsia sp","Prid","Pt","Genital","Nom","Organism specific culture","MICRO"
"BEFORE","6545-8","Rickettsia sp identified","Prid","Pt","Sputum","Nom","Organism specific culture","MICRO"
"CHANGED","6545-8","Rickettsia sp","Prid","Pt","Sputum","Nom","Organism specific culture","MICRO"
"BEFORE","6546-6","Rickettsia sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6546-6","Rickettsia sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6547-4","Rotavirus identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6547-4","Rotavirus","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6548-2","Rubella virus identified","Prid","Pt","Ser","Nom","Organism specific culture","MICRO"
"CHANGED","6548-2","Rubella virus","Prid","Pt","Ser","Nom","Organism specific culture","MICRO"
"BEFORE","6578-9","Vibrio sp identified","Prid","Pt","Bld","Nom","Organism specific culture","MICRO"
"CHANGED","6578-9","Vibrio sp","Prid","Pt","Bld","Nom","Organism specific culture","MICRO"
"BEFORE","6579-7","Vibrio sp identified","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"CHANGED","6579-7","Vibrio sp","Prid","Pt","Stool","Nom","Organism specific culture","MICRO"
"BEFORE","6580-5","Vibrio sp identified","Prid","Pt","Water","Nom","Organism specific culture","MICRO"
"CHANGED","6580-5","Vibrio sp","Prid","Pt","Water","Nom","Organism specific culture","MICRO"
"BEFORE","6581-3","Vibrio sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6581-3","Vibrio sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6583-9","Virus identified","Prid","Pt","Semen","Nom","Culture","MICRO"
"CHANGED","6583-9","Virus","Prid","Pt","Semen","Nom","Culture","MICRO"
"BEFORE","6584-7","Virus identified","Prid","Pt","XXX","Nom","Culture","MICRO"
"CHANGED","6584-7","Virus","Prid","Pt","XXX","Nom","Culture","MICRO"
"BEFORE","6594-6","Amoeba identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6594-6","Amoeba","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6596-1","Diphtheria sp identified","Prid","Pt","Isolate","Nom","Organism specific culture","MICRO"
"CHANGED","6596-1","Diphtheria sp","Prid","Pt","Isolate","Nom","Organism specific culture","MICRO"
"BEFORE","6600-1","Haemophilus sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6600-1","Haemophilus sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6601-9","Influenza virus identified","Prid","Pt","Sputum","Nom","Organism specific culture","MICRO"
"CHANGED","6601-9","Influenza virus","Prid","Pt","Sputum","Nom","Organism specific culture","MICRO"
"BEFORE","6602-7","Influenza virus identified","Prid","Pt","Sptt","Nom","Organism specific culture","MICRO"
"CHANGED","6602-7","Influenza virus","Prid","Pt","Sptt","Nom","Organism specific culture","MICRO"
"BEFORE","6603-5","Influenza virus identified","Prid","Pt","Thrt","Nom","Organism specific culture","MICRO"
"CHANGED","6603-5","Influenza virus","Prid","Pt","Thrt","Nom","Organism specific culture","MICRO"
"BEFORE","6604-3","Influenza virus identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6604-3","Influenza virus","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","6608-4","Virus identified","Prid","Pt","Isolate","Nom","Culture","MICRO"
"CHANGED","6608-4","Virus","Prid","Pt","Isolate","Nom","Culture","MICRO"
"BEFORE","6609-2","Listeria sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","6609-2","Listeria sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","66132-2","Mononuclear+Mesothelial cells/100 leukocytes","NFr","Pt","Body fld","Qn","Manual count","HEM/BC"
"CHANGED","66132-2","Mononuclear+Mesothelial cells/Leukocytes","NFr","Pt","Body fld","Qn","Manual count","HEM/BC"
"BEFORE","66133-0","Mononuclear cells.atypical/100 leukocytes","NFr","Pt","Body fld","Qn","Manual count","HEM/BC"
"CHANGED","66133-0","Mononuclear cells.atypical/Leukocytes","NFr","Pt","Body fld","Qn","Manual count","HEM/BC"
"BEFORE","66147-0","Polymorphonuclear cells/100 leukocytes","NFr","Pt","Plr fld^Fetus","Qn","Manual count","HEM/BC"
"CHANGED","66147-0","Granulocytes/Leukocytes","NFr","Pt","Plr fld^Fetus","Qn","Manual count","HEM/BC"
"BEFORE","66148-8","Mononuclear cells/100 leukocytes","NFr","Pt","Plr fld^Fetus","Qn","Manual count","HEM/BC"
"CHANGED","66148-8","Mononuclear cells/Leukocytes","NFr","Pt","Plr fld^Fetus","Qn","Manual count","HEM/BC"
"BEFORE","66494-6","Spermatozoa.acrosome defects/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","66494-6","Spermatozoa.acrosome defects/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","66495-3","Spermatozoa.abnormal head shape/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","66495-3","Spermatozoa.abnormal head shape/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","66496-1","Spermatozoa.abnormal head size/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","66496-1","Spermatozoa.abnormal head size/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","66497-9","Spermatozoa.double forms/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","66497-9","Spermatozoa.double forms/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","66498-7","Spermatozoa.multiple defects/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","66498-7","Spermatozoa.multiple defects/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","66746-9","Specimen type","Type","Pt","Specimen","Nom","","SPEC"
"CHANGED","66746-9","Observation","Type","Pt","Specimen","Nom","","SPEC"
"BEFORE","66761-8","Lymphocytes/100 leukocytes","NFr","Pt","Dial fld","Qn","Manual count","HEM/BC"
"CHANGED","66761-8","Lymphocytes/Leukocytes","NFr","Pt","Dial fld","Qn","Manual count","HEM/BC"
"BEFORE","66764-2","Erythrocytes.nucleated/100 leukocytes","Ratio","Pt","BldCo","Qn","","HEM/BC"
"CHANGED","66764-2","Erythrocytes.nucleated/Leukocytes","Ratio","Pt","BldCo","Qn","","HEM/BC"
"BEFORE","66821-0","In the last Mo, how often have you been upset because of something that happened unexpectedly","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66821-0","In the last Mo, how often have you been upset because of something that happened unexpectedly","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66822-8","In the last Mo, how often have you felt that you were unable to control the important things in your life","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66822-8","In the last Mo, how often have you felt that you were unable to control the important things in your life","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66823-6","In the last Mo, how often have you felt nervous and stressed","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66823-6","In the last Mo, how often have you felt nervous and stressed","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66824-4","In the last Mo, how often have you felt confident about your ability to handle your personal problems","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66824-4","In the last Mo, how often have you felt confident about your ability to handle your personal problems","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66825-1","In the last Mo, how often have you felt that things were going your way","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66825-1","In the last Mo, how often have you felt that things were going your way","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66826-9","In the last Mo, how often have you found that you could not cope with all the things that you had to do","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66826-9","In the last Mo, how often have you found that you could not cope with all the things that you had to do","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66827-7","In the last Mo, how often have you been able to control irritations in your life","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66827-7","In the last Mo, how often have you been able to control irritations in your life","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66828-5","In the last Mo, how often have you felt that you were on top of things","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66828-5","In the last Mo, how often have you felt that you were on top of things","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66829-3","In the last Mo, how often have you been angered because of things that were outside of your control","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66829-3","In the last Mo, how often have you been angered because of things that were outside of your control","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66830-1","In the last Mo, how often have you felt difficulties were piling up so high that you could not overcome them","Find","1Mo","^Patient","Ord","Perceived Stress Scale-10","PHENX"
"CHANGED","66830-1","In the last Mo, how often have you felt difficulties were piling up so high that you could not overcome them","Find","1Mo","^Patient","Ord","","SURVEY.MTLHLTH"
"BEFORE","66855-8","How often do you feel that you lack companionship","Find","Pt","^Patient","Ord","UCLA Loneliness Scale v3","PHENX"
"CHANGED","66855-8","How often do you feel that you lack companionship","Find","Pt","^Patient","Ord","","SURVEY.SDOH"
"BEFORE","66864-0","How often do you feel left out","Find","Pt","^Patient","Ord","UCLA Loneliness Scale v3","PHENX"
"CHANGED","66864-0","How often do you feel left out","Find","Pt","^Patient","Ord","","SURVEY.SDOH"
"BEFORE","66867-3","How often do you feel isolated from others","Find","Pt","^Patient","Ord","","PHENX"
"CHANGED","66867-3","How often do you feel isolated from others","Find","Pt","^Patient","Ord","","SURVEY.SDOH"
"BEFORE","67128-9","Leukocytes.abnormal/100 leukocytes","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"CHANGED","67128-9","Leukocytes.abnormal/Leukocytes","NFr","Pt","XXX","Qn","Flow cytometry","CELLMARK"
"BEFORE","6742-1","Erythrocyte morphology finding","Prid","Pt","Bld","Nom","","HEM/BC"
"CHANGED","6742-1","Erythrocyte","Morph","Pt","Bld","Nom","","HEM/BC"
"BEFORE","6746-2","Prolymphocytes/100 leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"CHANGED","6746-2","Prolymphocytes/Leukocytes","NFr","Pt","Bld","Qn","Manual count","HEM/BC"
"BEFORE","67814-4","Granulocytic cells/100 cells","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"CHANGED","67814-4","Granulocytic cells/Cells","NFr","Pt","Bone mar","Qn","Manual count","HEM/BC"
"BEFORE","67867-2","Babesia sp identified","Prid","Pt","XXX","Nom","","MICRO"
"CHANGED","67867-2","Babesia sp","Prid","Pt","XXX","Nom","","MICRO"
"BEFORE","6800-7","Spermatozoa.motile/100 spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"CHANGED","6800-7","Spermatozoa.motile/Spermatozoa","NFr","Pt","Semen","Qn","","FERT"
"BEFORE","6824-7","Color","Type","Pt","Body fld","Nom","","SPEC"
"CHANGED","6824-7","Observation","Color","Pt","Body fld","Nom","","SPEC"
"BEFORE","683-3","Mycoplasma sp.genital identified","Prid","Pt","Genital","Nom","Organism specific culture","MICRO"
"CHANGED","683-3","Mycoplasma sp.genital","Prid","Pt","Genital","Nom","Organism specific culture","MICRO"
"BEFORE","68378-9","Leukocytes.disintegrated/100 leukocytes","NFr","Pt","Bld","Qn","","HEM/BC"
"CHANGED","68378-9","Leukocytes.disintegrated/Leukocytes","NFr","Pt","Bld","Qn","","HEM/BC"
"BEFORE","68384-7","Specific gravity","Rden","Pt","Pericard fld","Qn","Refractometry","CHEM"
"CHANGED","68384-7","Observation","SpGrav","Pt","Pericard fld","Qn","Refractometry","CHEM"
"BEFORE","68396-1","Basophils/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","68396-1","Basophils/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","68403-5","Eosinophils/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","68403-5","Eosinophils/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","68406-8","Lymphocytes.abnormal/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","68406-8","Lymphocytes.abnormal/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","684-1","Mycoplasma sp.respiratory identified","Prid","Pt","Sputum","Nom","Organism specific culture","MICRO"
"CHANGED","684-1","Mycoplasma sp.respiratory","Prid","Pt","Sputum","Nom","Organism specific culture","MICRO"
"BEFORE","68412-6","Macrophages/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","68412-6","Macrophages/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","68418-3","Mesothelial cells/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","68418-3","Mesothelial cells/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","68423-3","Monocytes/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","68423-3","Monocytes/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","68426-6","Neutrophils/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","68426-6","Neutrophils/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","68432-4","Leukocytes other/100 leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"CHANGED","68432-4","Leukocytes other/Leukocytes","NFr","Pt","Vitr fld","Qn","Manual count","HEM/BC"
"BEFORE","68436-5","Appearance","Aper","Pt","Vitr fld","Nom","","SPEC"
"CHANGED","68436-5","Observation","Aper","Pt","Vitr fld","Nom","","SPEC"
"BEFORE","68455-5","Appearance","Aper","Pt","Vitr fld.spun","Nom","","SPEC"
"CHANGED","68455-5","Observation","Aper","Pt","Vitr fld.spun","Nom","","SPEC"
"BEFORE","68458-9","Trichomonas sp identified","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"CHANGED","68458-9","Trichomonas sp","Prid","Pt","XXX","Nom","Organism specific culture","MICRO"
"BEFORE","68545-3","Erythrocytes.nucleated/100 leukocytes","Ratio","Pt","Synv fld","Qn","","HEM/BC"
